序号,公司名称,注册资金,法定代表人,成立时间,经营状态,电话,邮箱,详细地址,统一社会信用代码,纳税人识别号,注册号,组织机构代码,公司类型,所属行业,所属地区,成立时间,曾经用名,企业类型,股东,历史股东,补充电话,备注
成都市菲力士照明电器有限责任公司,成都市菲力士照明电器有限责任公司,50万人民币,骆开进,6004-90-97,存续,028-84460888,暂无信息,成都市锦江区一环路东四段79号A区1排2号(自编号）,9.15101047528455E+017,9.15101047528455E+017,510104000108657,752845460,有限责任公司(自然人投资或控股),批发业,锦江工商局,6004-90-97,,有限责任公司(自然人投资或控股),骆开进,,,
成都市公共设施配套建设领导小组办公室,,,,,,,,,,,,,,,,,,,,,,
成都市公共资源交易服务中心,成都市公共资源交易服务中心,,,,,暂无信息,暂无信息,成都市高新区天府大道北段966号天府国际金融中心7号楼,成都市人民政府,成都市高新区天府大道北段966号天府国际金融中心7号楼,-,12510100062403905Y,财政补助核定收支，定额(定项)补助,-,,,,财政补助核定收支，定额(定项)补助,,,,
成都市关键元素广告有限公司,成都市关键元素广告有限公司,50万人民币,彭理,6008-05-90,存续,028-85266418,524030723@qq.com,,91510100790049553B,91510100790049553B,510109000174051,790049553,有限责任公司(自然人独资),商务服务业,高新工商局,6008-05-90,,有限责任公司(自然人独资),宋一铭,,,
成都市规划信息技术中心,成都市规划信息技术中心,,,,,暂无信息,暂无信息,,成都市规划管理局,成都市高新区蜀绣西路69号,-,12510100777463135K,财政补助全额拨款,-,,,,财政补助全额拨款,,,,
成都市国土规划地籍事务中心,,,,,,,,,,,,,,,,,,,,,,
成都市国土资源局,成都市国土资源局成华分局征地事务中心（成都市国土资源局成华分局土地开发整治中心）,,,,,暂无信息,暂无信息,,成都市国土资源局成华分局,成都市青羊区大安东路55号,-,1.25101006771775E+017,财政补助财政核定收支、全额预算,-,,,,财政补助财政核定收支、全额预算,,,,
成都市国土资源局高新分局,,,,,,,,,,,,,,,,,,,,,,
成都市海川建筑劳务有限公司,成都市海川建筑劳务有限公司,200万人民币,郑世明,6090-07-98,存续,028-87072115,2910025451@qq.com,成都市青羊区外西文家乡精城花园二期2幢1楼4号,91510100553565239X,91510100553565239X,510100000144706,55356523-9,有限责任公司(自然人投资或控股),建筑装饰和其他建筑业,青羊区市场和质量监督管理局,6090-07-98,,有限责任公司(自然人投资或控股),郑世明,,,
成都市和乐门业有限公司,成都市和乐门业有限公司,30800万人民币,杨冰新,6002-07-93,存续,028-66315158,1739088359@qq.com,成都市青白江区工业集中发展区同心大道,91510113686343701A,91510113686343701A,510113000005904,686343701,其他有限责任公司,家具制造业,青白江区市场和质量监督管理局,6002-07-93,,其他有限责任公司,四川弈新实业有限公司,,,
成都市厚地酒店用品有限公司,成都市厚地酒店用品有限公司,600万人民币,黄香,6002-09-08,,13880192297,暂无信息,成都市锦江区青石桥中街8号1-1幢5层29号,9151010468455605XK,9151010468455605XK,510104000047628,68455605X,有限责任公司(自然人投资或控股),批发业,锦江工商局,6002-09-08,,有限责任公司(自然人投资或控股),黄香,,,
成都市华达建筑装饰工程有限公司,成都市华达建筑装饰工程有限公司,2000万人民币,龙韬,9223-06-65,存续,028-86750808,514673184@qq.com,成都市锦江区华兴正街5号王府井商务公寓B座21楼A1、A2号,9151010063312971X1,9151010063312971X1,510100000067102,63312971X,有限责任公司(自然人投资或控股),批发业,锦江工商局,9223-06-65,,有限责任公司(自然人投资或控股),龙韬,,,
成都市华龙家具装饰有限公司,成都市华龙家具装饰有限公司,5000万人民币,罗建华,9228-90-65,存续,13518165894,china@hualong126.com,,91510114716036498R,91510114716036498R,510125000041661,716036498,有限责任公司(自然人投资或控股),家具制造业,成都市新都区市场和质量监督管理局,9228-90-65,,有限责任公司(自然人投资或控股),罗建华,,,
成都市华体灯具制造安装工程有限公司,成都市华体灯具制造安装工程有限公司,10000万人民币,汪小宇,6009-07-93,存续,028-85871869,wangxiaoyu@huaticn.com,成都市双流西南航空港经济开发区双华路三段580号,9.15101227280499E+017,9.15101227280499E+017,510122000015752,728049915,有限责任公司（自然人投资或控股的法人独资）,建筑装饰和其他建筑业,成都市双流区市场和质量监督管理局,6009-07-93,,有限责任公司（自然人投资或控股的法人独资）,四川华体照明科技股份有限公司,,,
成都市环博模型设计制作事务所,成都市环博模型设计制作事务所,100万人民币,周骏,6007-07-02,存续,028-86939386,314300281@qq.com,,91510108758784910E,91510108758784910E,510108000192942,758784910,股份合作制,商务服务业,成华市场和质量监督管理局,6007-07-02,,股份合作制,周骏,,,
成都市环境保护科学研究院,成都市环境保护科学研究院,,,,,暂无信息,暂无信息,,,,,,,,,,,,,,,
成都市惠特普装饰工程有限公司,成都市惠特普装饰工程有限公司,500万人民币,王朝林,6096-06-66,存续,028-87030867,277199645@qq.com,成都市武侯区浆洗街16号1栋26层23号,91510107590201012J,91510107590201012J,510107000458471,590201012,有限责任公司(自然人投资或控股),建筑装饰和其他建筑业,武侯区市场和质量监督管理局,6096-06-66,,有限责任公司(自然人投资或控股),王朝林,,,
成都市吉玛服饰有限公司,成都市吉玛服饰有限公司,200万人民币,谢小燕,6099-02-60,存续,18280082067,247733385@qq.com,,9151010758260847XA,9151010758260847XA,510107000412524,58260847X,有限责任公司(自然人投资或控股),批发业,武侯区市场和质量监督管理局,6099-02-60,,有限责任公司(自然人投资或控股),谢小燕,,,
成都市吉盛装饰材料有限公司,成都市吉盛装饰材料有限公司,300万人民币,杜凤全,6091-09-03,存续,15982148195,451305475@qq.com,四川省成都市龙泉驿区大面街道办事处银河路1号（新博美装饰城B区3楼7号）,91510112327461490C,91510112327461490C,510112000128821,327461490,有限责任公司(自然人独资),批发业,成都市龙泉驿区市场和质量监督管理局,6091-09-03,,有限责任公司(自然人独资),杜凤全,,,
成都市建工质量检验测试站,成都市建工质量检验测试站,500万人民币,黎明,6008-09-94,存续,028-83268869,cdsjiankeyuan@163.com,,91510100782697403J,91510100782697403J,510100000259450,782697403,全民所有制,专业技术服务业,成都市工商行政管理局,6008-09-94,,全民所有制,成都市建工科学研究设计院,,,
成都市金牛区强强小家电经营部,成都市金牛区强强小家电经营部,-,梁勇,6005-03-62,,暂无信息,暂无信息,成都市大成市场三六街1楼附14号,-,-,510100600055811,-,个体工商户,-,成都市工商行政管理局,6005-03-62,,个体工商户,,,,
成都市金牛区鑫宏地基凿井工程队,成都市金牛区鑫宏地基凿井工程队,-,何云平,6004-04-01,存续,028-87705488,793113726@qq.com,成都市金牛区金府路799号金府国际2栋1单元1909号,91510106746416619E,91510106746416619E,510106000128251,746416619,个人独资企业,其他服务业,金牛区市场和质量监督管理局,6004-04-01,,个人独资企业,何云平,,,
成都市锦都工业建设投资有限公司,成都兴锦生态建设投资集团有限公司,30665万人民币,曾武,2775-71-75,存续,028-85954966,congm@126.com,成都市锦江区毕昇路256号中加国际5-11-1号,91510104663005021L,91510104663005021L,510104000050187,663005021,有限责任公司(国有独资),商务服务业,锦江工商局,2775-71-75,,有限责任公司(国有独资),成都市锦江区国有资产监督管理办公室,,,
成都市锦华实用电器研究所有限公司,成都市锦华实用电器研究所有限公司,5000万人民币,甄武生,0994-75-06,存续,082-87514088,1246187337@qq.com,成都市金牛区土桥校办工业园内瓦 子林村2组,91510106621753830J,91510106621753830J,510106000040396,621753830,有限责任公司(自然人投资或控股),研究和试验发展,金牛区市场和质量监督管理局,0994-75-06,,有限责任公司(自然人投资或控股),甄武生,,,
成都市锦江区人民政府,成都市锦江区人民政府,,,,,暂无信息,暂无信息,,,,,,,,,,,,,,,
成都市锦江区人民政府柳江街道办事处,,,,,,,,,,,,,,,,,,,,,,
成都市锦江区人民政府沙河街道办事处,成都市锦江区人民政府沙河辅街道办事处机关工会,,,,,暂无信息,暂无信息,,,,,,,,,,,,,,,
成都市锦江区园林林业绿化工程管理所,成都市锦江区园林林业绿化工程管理所（成都市锦江区森林病虫防治检疫站）,,,,,暂无信息,暂无信息,,成都市锦江区城市管理和园林绿化局,成都市锦江区成龙办事处合欢树街,-,12510104774544722W,财政补助全额拨款,-,,,,财政补助全额拨款,,,,
成都市锦绣园林建筑工程有限责任公司,成都市锦绣园林建筑工程有限责任公司,2000万人民币,邓秀全,0996-79-29,存续,028-68833393,amy72@qq.com,成都市青羊工业集中发展区（东区）同诚路8号5幢,91510105713042227B,91510105713042227B,510105000048137,713042227,有限责任公司(自然人投资或控股),土木工程建筑业,青羊区市场和质量监督管理局,0996-79-29,,有限责任公司(自然人投资或控股),邓秀全,,,
成都市九华广告装饰工程有限公司,成都市九华广告装饰工程有限公司,500万人民币,毛华国,2771-75-28,存续,028-86641686,984503799@qq.com,,91510106790036875X,91510106790036875X,510106000270566,79003687-5,有限责任公司(自然人投资或控股),商务服务业,金牛区市场和质量监督管理局,2771-75-28,,有限责任公司(自然人投资或控股),陈丽,,,
成都市九牛模型有限公司,成都市九牛模型有限公司,50万人民币,冯西双,2771-00-71,存续,028-85737858,暂无信息,成都市武侯区簇桥镇望锦路D栋1单元5楼7号,91510107794908298W,91510107794908298W,510107000170738,794908298,有限责任公司(自然人投资或控股),其他制造业,武侯区市场和质量监督管理局,2771-00-71,,有限责任公司(自然人投资或控股),冯西双,,,
成都市均益建设工程造价咨询有限责任公司,成都市均益建设工程造价咨询有限责任公司,1060万人民币,李文平,2777-02-27,存续,028-87361759,634085234@qq.com,,9.15101057253741E+017,9.15101057253741E+017,510105000027850,725374077,有限责任公司(自然人投资或控股),专业技术服务业,青羊区市场和质量监督管理局,2777-02-27,,有限责任公司(自然人投资或控股),李文平,,,
成都市俊洪广告有限公司,成都市俊洪广告有限公司,3000万人民币,邱洪斌,2700-73-05,存续,18108191982,暂无信息,成都市新都区新都镇谕亭巷167号,91510114569678641D,91510114569678641D,510125000059983,569678641,有限责任公司(自然人投资或控股),商务服务业,成都市新都区市场和质量监督管理局,2700-73-05,,有限责任公司(自然人投资或控股),邱洪斌,,,
成都市勘查测绘研究院,中国电建集团成都勘测设计研究院有限公司,200000万人民币,黄河,2778-70-03,存续,028-87329997,chidi@chidi.com.cn,,9.15100004507514E+017,9.15100004507514E+017,510000000184203,450751397,有限责任公司（非自然人投资或控股的法人独资）,专业技术服务业,四川省工商行政管理局,2778-70-03,,有限责任公司（非自然人投资或控股的法人独资）,中国电力建设股份有限公司,,,
成都市勘察测绘研究院,成都市勘察测绘研究院,1600万人民币,张成,0997-71-03,存续,028-83229962,ybgs@cdkc.cn,,91510100450752939F,91510100450752939F,510100000199578,450752939,全民所有制,专业技术服务业,成都市工商行政管理局,0997-71-03,,全民所有制,成都市勘察测绘研究院,,,
成都市兰台城建科技咨询服务部,成都市兰台城建科技咨询服务部,5万人民币,何纯全,2773-70-22,,028-83187299,暂无信息,,9.15101007464025E+017,9.15101007464025E+017,510100000228236,746402516,集体所有制,商务服务业,成都市工商行政管理局,2773-70-22,,集体所有制,成都市城市建设档案馆,,,
成都市蓝天通讯工程有限公司,成都市蓝天通讯工程有限公司,5300万人民币,李元新,2770-79-00,存续,028-88866666,暂无信息,成都市武侯科技园武兴二路3号（武侯新城管委会内）,9151010720217093XF,9151010720217093XF,510107000348136,20217093X,有限责任公司(自然人投资或控股),批发业,武侯区市场和质量监督管理局,2770-79-00,,有限责任公司(自然人投资或控股),李元新,,,
成都市力达装饰实业有限公司,成都市力达装饰实业有限公司,1000万人民币,李定,0991-00-71,存续,028-85037051,1139567119@qq.com,,91510100621864645J,91510100621864645J,510109000024077,621864645,其他有限责任公司,建筑装饰和其他建筑业,高新工商局,0991-00-71,,其他有限责任公司,四川泰迪建筑工程股份有限公司,,,
成都市灵动公关策划有限公司,成都市灵动公关策划有限公司,100万人民币,杨小青,2778-78-07,存续,18140024239,694693422@qq.com,成都市人民南路四段51号新一号B幢203室,91510107774509724E,91510107774509724E,510107000042499,774509724,有限责任公司(自然人投资或控股),商务服务业,武侯区市场和质量监督管理局,2778-78-07,,有限责任公司(自然人投资或控股),杨小青,,,
